Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2010-09-09,Lucile Packard Children's Hospital at Stanford University,California,STAT,MED,532,"A former employee took a hospital desktop computer with patient records home around January 11 of 2010. In February it was determined that the computer could not be recovered and patients were notified of the incident.  The hospital was fined $250,000 by the California Department of Public Health for the delay in reporting the incident. As of September 9 2010, the hospital was in the process of appealing the fine.UPDATE(9/10/10): The desktop did contain patient Social Security numbers, medical record numbers, names, insurance information, diagnoses and treatment information.",PHIPrivacy.net,,2010,37.441883000000004,-122.14301999999999,Others,Mixed,Others,Local,West,West,16,F_regulated,Others,0.0006397538021726429,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2012-06-06,LinkedIn.com,California,HACK,BSO,167000000,"A file containing 6,458,020 encrypted passwords was posted online by a group of hackers. It is unclear what other types of information were taken from Linkedin users.  LinkedIn recommends that users change their passwords.UPDATE (08/30/2012): Four potential class actions against LinkedInCorp. were consolidated.  The consolidated suits allege that LinkedIn violated its user agreement and privacy policy by failing to properly safeguard digitally stored user data. LinkedIn is also accused of not publicizing the attack in a timely manner.UPDATE (03/06/2013): A lawsuit that was filed in a federal court in San Jose, California in 2012 was dismissed.  The lawsuit was based on negligence claims, California consumer protection statutes, and breach of contract. The judge dismissed the lawsuit because the plaintiffs failed to demonstrate that any alleged misrepresentation by Linkedin was connected to the harm the plaintiffs suffered.UPDATE (06/17/2013): A second class-action lawsuit against LinkedIn is in the making.  Linkedin is accused of of failing to use basic encryption techniques to secure personally identifiable information.  LinkedIn is trying to stop the second lawsuit form proceeding in federal court because the lead plaintiff has been able to show that she suffered an injury.UPDATE (05/23/2016): Cory Scott, LinkeIn's Chief Information Security Officer posted that the company was notified of additional emails and passwords compromised of more then 100 million members. More Information: http://fortune.com/2016/05/18/linkedin-data-breach-email-password/",Media,,2012,37.386052,-122.083851,Hacker,Outsider,Online,Network,West,West,16,non_F_regulated,Others,200.82497173464543,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2013-06-14,Florida Department of Health,Florida,DISC,MED,3300,"Information on personal drug prescriptions from the Florida Department of Health somehow ended up in the hands of prosecution lawyers.  Names, addresses, phone numbers, pharmacies, and drug dosages were obtained by lawyers involved in six prescription-drug fraud cases. The American Civil Liberties Union of Florida began an investigation into how the records were exposed.",Media,,2013,30.438256,-84.280733,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.0039683976450558675,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2012-02-03,Salt Like City Police Department,Utah,HACK,GOV,1073,"Hackers obtained police officer and non-police related civilian information from the Salt Lake City Police Department.  The attack was in response to a proposed Utah bill that would have criminalized the possession of graffiti tools with the intent to deface property.  The hackers did release the names, phone numbers, usernames, titles, email addresses, and hashed passwords of over 1,000 police officers.  The information of civilians was never released and the hackers eventually deleted their copies.  The never released data was from people who had provided crime tips or other information to the Salt Lake City Police Department.UPDATE (06/12/2013): A member of Anonymous was charged in 2012 for using SQL injections on multiple law enforcement and public agency websites.  He agreed to a plea bargain in April and will serve 36 months in prison for violating a section of federal law addressing computer fraud.  He will also pay nearly $230,000 in restitution to a number of agencies that were hacked.",Databreaches.net,,2012,40.760779,-111.891047,Hacker,Outsider,Online,Network,West,West,12,non_F_regulated,Others,0.00129033050701362,10.0,10,1,20.0,11.0,21.0,7.0,27.0
2013-05-13,"Adobe, Washington Administrative Office of the Courts",Washington,HACK,BSO,160000,"Up to 160,000 people may have had their information exposed by a breach.  Anyone who was booked into a city or county jail int he state of Washington between September of 2011 and December of 2012 may have had their Social Security number exposed.Additionally, three classes of people may have had their names and driver's license information exposed.  First, people who received a DUI citation between 1989 and 2011 in the state of Washington may have had their names and drivers' license numbers exposed. Anyone who had a traffic case filed or resolved in a district or municipal court between 2011 and 2012 may have been affected. Finally, anyone who had a criminal case in Washington filed against them or resolved between 2011 and 2012 may have had their name and driver's license number exposed. ",Media,,2013,47.037874,-122.900695,Hacker,Outsider,Online,Network,West,West,14,non_F_regulated,Others,0.1924071585481633,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2013-05-22,"Vendini, Inc.",California,HACK,BSO,22900,"Anyone who used Vendini for ticket purchases may have had their financial information exposed during a March breach.  A hacker accessed Vendini's server and may have obtained customer names, addresses, email addresses, credit card numbers, and credit card expiration dates.  A total of 22,900 customers from Augusta, Maine may have been affected.  It is unclear if people from other states were also affected.UPDATE (06/12/2013): The unauthorized intrusion was first detected on April 25.  ",Media,,2013,37.77493,-122.419416,Hacker,Outsider,Online,Network,West,West,16,non_F_regulated,Others,0.02753827456720587,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2011-08-26,"Fidelity National Information Services, Inc. (FIS)",Florida,HACK,BSF,22,"After breaking into FIS's network and gaining access to FIS's database, a group of criminals obtained 22 legitimate ATM cards.  Copies of the cards were made and shipped to Greece, Russia, Spain, Sweden, Ukraine and the United Kingdom.  The criminals altered the cards so that they could be used to withdraw an unlimited amount of cash.  A total of $13 million was taken from accounts between the evening of Saturday March 5 and Sunday evening.UPDATE (06/04/2013): An additional 7,170 pre-paid accounts may have been at risk.  It appears that approximately 100 client financial institutions also had sensitive data exposed during the breach.",Media,,2011,30.332184,-81.655651,Hacker,Outsider,Online,Network,South,Southeast,14,F_regulated,Others,2.6455984300372454e-05,9.999999997210532,10,9,19.99999999721053,18.99999999721053,28.99999999721053,9.666666665736843,0.3333333324035106
2013-06-21,Facebook,California,DISC,BSO,6000000,"Facebook discovered a bug that may have allowed unauthorized users to view the personal contact information of Facebook users.  The people who could have used the information would have had some kind of connection to them or some kind of contact information, but users may have thought their email and phone numbers were hidden from these connections.  People who used the Download Your Information (DYI) tool may have been able to access the contact information.  The issue was discovered by an external group of security researches involved with the White Hat program. The breach began sometime in 2012.",Media,,2013,37.45296,-122.181725,Others,Insider,Others,Network,West,West,16,non_F_regulated,Others,7.215268445556124,10.0,1,6,11.0,16.0,17.0,5.666666666666667,20.333333333333336
2013-06-03,Champlain College,Vermont,PORT,EDU,14217,"During the weekend of June 3, a hard drive was discovered to have been misplaced.  The device had been left unattended in a computer lab for about two days in March.  The hard drive contained names, Social Security numbers, and other information related to admissions and financial aid for the Fall 2010 through the February 2013 school terms.  Some graduate and continuing professional studies students may have also been affected.",Media,,2013,44.475883,-73.21207199999999,Others,Mixed,Offline,Local,Northeast,Northeast,12,F_regulated,Others,0.017096578581745233,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2013-06-21,North Lincoln Community Health Center Clinic,Oregon,PHYS,MED,1000,"An April 17 burglary resulted in the possible exposure of patient information.  Someone entered locked rooms and cabinets in order to take money.  No records or electronic devices were taken; however the room where client medical charts were stored was accessed.  Social Security numbers, health information, and other personal information may have been exposed.",PHIPrivacy.net,,2013,44.958164000000004,-124.01789099999999,Others,Mixed,Offline,Local,West,West,12,F_regulated,Others,0.0012025447409260205,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-06-10,Independence Care System,New York,PORT,MED,2434,"The May 7 home burglary of an employee's home resulted in the theft of a laptop that contained patient information.  Fewer than 60% of the affected members had their names, zip codes, and Independence Care System (ICS) Member ID numbers exposed.  Approximately 40% of those affected also had their street address, phone number, Medicaid ID number, and enrollment and/or disenrollment date exposed.  ICS plans to implement a two-factor authentication system for network access by September of 2013 to prevent the issued from occurring again.",PHIPrivacy.net,,2013,40.712784,-74.005941,Others,Mixed,Offline,Local,Northeast,Northeast,14,F_regulated,Others,0.002926993899413934,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-06-09,Emmorton Associates,Maryland,PHYS,MED,75,"A counselor's file cabinet was burglarized sometime between December 10 and December 21.  It contained client files with names, Social Security numbers, dates of birth, addresses, telephone numbers, diagnosis, treatment information, insurance information, and emergency contact information.",PHIPrivacy.net,,2013,39.462236,-76.277222,Others,Mixed,Offline,Local,South,Northeast,11,F_regulated,Others,9.019085556945154e-05,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-06-09,Health Resources of Arkansas,Arkansas,PHYS,MED,1911,"On April 14, 2013 staff members discovered that their location had been burglarized.  Names, Social Security numbers, addresses, dates of birth, diagnosis information, types of treatments, classes attended, court information, services provided, or insurance information of persons served by the location could have been accessed during the burglary.  Notifications were sent during the week of May 20. ",HHS via PHIPrivacy.net,,2013,35.491468,-92.03126,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.002298062999909625,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-06-09,City of Norwood,Ohio,PORT,MED,500,A laptop that contained protected health information was lost between the dates of April 4 and April 19.  ,HHS via PHIPrivacy.net,,2013,39.16448,-84.45428000000001,Others,Mixed,Offline,Local,Midwest,Midwest,13,F_regulated,Others,0.0006012723704630102,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-06-28,University of South Carolina,South Carolina,PORT,EDU,6300,"The April theft of a faculty laptop resulted in the exposure of current and former student information.  The laptop was stolen from a locked room in the Department of Physics and Astronomy.  It contained a file with the names, emails, and Social Security numbers of up to 6,300 University of South Carolina students who had taken one of four physics courses between January of 2010 and the fall 2012 semester.",Media,,2013,34.00071,-81.034814,Others,Mixed,Offline,Local,South,Southeast,10,F_regulated,Others,0.007576031867833929,10.0,7,8,17.0,18.0,25.0,8.333333333333334,2.3333333333333335
2013-06-24,King County Sheriff's Office,Washington,PORT,GOV,2300,"A laptop and portable hard drive were stolen from the truck of an undercover officer in March of 2013.  The devices were not encrypted and contained Social Security numbers, drivers license numbers, and personal information about victims, suspects, witnesses, and police officers. The officer received disciplinary action for leaving the laptop unattended in the backseat of a truck.",Media,,2013,47.60621,-122.332071,Others,Mixed,Offline,Local,West,West,14,non_F_regulated,Others,0.0027658529041298474,10.0,7,1,17.0,11.0,18.0,6.0,21.0
2013-06-24,"Florida State University, Florida Department of Education",Florida,DISC,EDU,47000,"The information of 47,000 Florida teachers was publicly accessible for 14 days after a data transfer at Florida State University.  The information was from teachers participating in state prep programs.  The Department of Education used Florida State University as the contractor for the transfer of teacher data.UPDATE (06/26/2013): People who participated in Florida teacher preparation programs during the 2009 -2010 and 2011-2012 academic years were affected.",Media,,2013,30.438256,-84.280733,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.05651960282352297,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2013-07-05,Morningstar Document Research,Illinois,HACK,BSF,182000,"Client information may have been compromised by an intrusion that took place around April 3.  Client email addresses, passwords, credit card numbers, and other information may have been exposed.",Media,,2013,41.878114000000004,-87.629798,Hacker,Outsider,Online,Network,Midwest,Midwest,13,F_regulated,Others,0.21886314284853575,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2013-07-03,"Indiana Family and Social Services Administration (FSSA), RCR Technology Corporation",Indiana,DISC,GOV,3926,"A computer programming glitch resulted in the exposure of client health, financial, and employment information.  Personal and private documents that belonged to certain clients were accidentally made available to other clients between April 6 and May 21 when FSSA contractor RCR Technology Corporation made a programming error.  The issue was discovered on May 10 and addressed on May 21.  Patients of clients may have had their names, addresses, dates of birth, demographic information, contact information, types of benefits received, monthly benefit amount, employer information, monthly income and expenses, bank balances and other assets, medical providers, medical conditions, and information about household members exposed.",Media,,2013,39.768403,-86.158068,Others,Insider,Others,Network,Midwest,Midwest,13,non_F_regulated,Others,0.004721190652875557,10.0,1,1,11.0,11.0,12.0,4.0,27.0
2013-07-11,"Texas Health Harris Methodist Hospital Fort Worth, Shred-it",Texas,PHYS,MED,277000,"A concerned citizen alerted police to a situation on May 11.  Old microfiche records were discovered in a park even though they should have been destroyed by the Hospital's contractor Shred-it.  The records contained names, addresses, dates of birth, and health information and were from 1980 to 1990. Some records also contained Social Security numbers.  ",Media,,2013,32.755488,-97.330766,Others,Mixed,Offline,Local,South,Southwest,10,F_regulated,Others,0.3331048932365077,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-11,"Guildford County Schools, Page High School",North Carolina,DISC,EDU,456,"A Guildford County Schools employee accidentally emailed a PDF file that contained Page High School student personal information.  Student names, addresses, phone numbers, course enrollments, grades, school district identification numbers, and other transcript data were in the PDF file. The information was emailed to a single guardian on July 2, 2013.",Media,,2013,36.072635,-79.791975,Others,Insider,Others,Network,South,Southeast,14,F_regulated,Others,0.0005483604018622654,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2010-06-23,"Anthem Blue Cross, WellPoint",California,DISC,MED,470000,"More than 200,000 Anthem Blue Cross customers this week received letters informing them that their personal information might have been accessed during a security breach of the company's website. Only customers who had pending insurance applications in the system are being contacted because information was viewed through an on-line tool that allows users to track the status of their application. Social Security and credit card numbers were potentially viewed.  Anthem Blue Cross merged with WellPoint in 2004.UPDATE (6/29/2010): Around 470,000 customers in 10 states were notified of the breach.  The original story states that only applicants were affected, but existing customers also received notification of a possible breach of their information.UPDATE (7/12/2010): 20,000 Louisville, Kentucky residents received notification that a security mistake online resulted in the exposure of their Social Security numbers and financial information.  It is unclear whether these residents are included in the original 470,000 customers.  Only customers who were self insured were affected. WellPoint is claiming that this and other recent breaches were committed by an attorney or attorneys attempting to gain information for a lawsuit against WellPoint.UPDATE (9/17/2010): An Anthem applicant whose information was exposed by the breach filed a lawsuit against Anthem at the Los Angeles County Superior Court. The lawsuit claims that the breach exposed applicants and clients to identity theft.  An applicant behind the lawsuit is seeking class action status.UPDATE (10/29/2010): The office of the Attorney General of Indiana is suing WellPoint Inc. because of the company's delay in notifying customers of the breach. WellPoint is accused of violating an Indiana law that requires 
businesses to provide notification of breaches in a timely manner and 
faces $300,000 in fines.  State officials believe WellPoint was aware of the exposure in late February, but waited until June to notify customers. UPDATE (7/5/2011): WellPoint Inc. will pay Indiana a $100,000 settlement for violating a 2009 data breach notification law.  Customer data was accessible between October 23, 2009 and March 8, 2010.  One or more consumers informed WellPoint of the problem on February 22, 2010 and again on March 8, 2010.  WellPoint began notifying consumers on June 18, 2010.UPDATE (07/13/2013): About 612,000 individuals may have had their names, Social Security numbers, dates of birth, addresses, telephone numbers, health information, and other electronic protected health information exposed.  WellPoint paid HHS $1.7 million in fines.  ",Dataloss DB,,2010,34.147785,-118.144516,Others,Insider,Others,Network,West,West,16,F_regulated,Others,0.5651960282352296,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2011-09-30,Florida Hospital,Florida,INSD,MED,12000,"Patients who visited emergency departments of three Central Florida county Florida Hospitals between January 1, 2010 and August 15, 2011 may have had their information improperly accessed by one or more employees.  Patient names, Social Security numbers, dates of birth and insurance information were exposed.  Several employees were fired for misconduct, but one employee was fired for viewing patient information without authorization for the purpose of identifying motor vehicle accident victims.  The hospital launched an investigation after a car-accident victim felt that a soliciting attorney had somehow obtained his medical information.UPDATE (10/19/2011): The FBI is now investigating the disclosure of patient information.  It appears that three employees sold accident victim data to an attorney referral service.  Former patients have also been contacted by funeral homes and at least one patient became an identity theft victim.UPDATE (08/18/2012): One dishonest employee who worked at Florida Hospital Celebration allegedly viewed the emergency room records of 763,000 patients. A total of 12,000 patients from the group of 763,000 were contacted by the Hospital and notified of the risk of identity theft.UPDATE (10/22/2012): The former employee worked at Florida Hospital from July 2006 until July 2011 and was responsible for registering emergency patients.  The scam involved patient phone referrals to a lawyer or chiropractor who knew details about car accidents and hospital treatments. The dishonest employee had illegally gathered the patient information during emergency visits. He pleaded guilty to conspiracy to obtain health information and wrongful disclosure of health information. UPDATE (01/07/2013): A man associated with Metro Chiropractic and Wellness Center and City Lights Medical Center pleaded guilty to charges related to illegally obtaining patient information from two spouses who worked at Florida Hospital Celebration. He was charged with one count of conspiracy to defraud the United States and four counts of making a payment to a non-licensed physician.UPDATE (04/12/2013): One former patient affected by the breach has brought a lawsuit against Adventist Health System/Sunbelt, Inc.  Florida Hospital Celebration and 36 other hospitals compose the Adventist network. The former patient is alleging that their privacy rights as a patient were violated when Adventist Health System/Sunbelt Inc. failed to prevent emergency room works from selling access to their medical records.UPDATE (07/12/2013): The lawsuit that was filed in April was dismissed by a judge on July 3. Another lawsuit was then filed in Orange County Circuit Court in Orlando.",PHIPrivacy.net,,2011,28.538335999999997,-81.379237,Others,Insider,Others,Others,South,Southeast,14,F_regulated,Others,0.014430536891112247,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-12,Long Beach Memorial Medical Center,California,INSD,MED,2864,"Patients who received treatment between September 2012 to June 2013 may have had their information exposed by a breach related to an employee.  Names, sex, dates of birth, home addresses, phone numbers, account numbers, insurance information, and the reason for admission were exposed.  There is currently no reason to believe that the information was used in a malicious manner.",Media,,2013,33.77005,-118.19373999999999,Others,Insider,Others,Others,West,West,16,F_regulated,Others,0.0034440881380121227,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-17,Office of the Medicaid Inspector General (OMIG),New York,INSD,MED,17743,"An OMIG employee sent an email that contained sensitive records to their own email account on October 12, 2012.  Medicaid paitient first and last names, Social Security numbers, dates of birth, and Medicaid client information numbers may have been compromised. ",Media,,2013,42.652578999999996,-73.756232,Others,Insider,Others,Others,Northeast,Northeast,14,F_regulated,Others,0.021336751338250384,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-05-16,City of Akron,Ohio,HACK,GOV,47452,"The City of Akron's website and internal systems were hacked by a foreign group.  Files with 47,452 entries were posted online.  Names, Social Security numbers, account numbers, credit card numbers, credit card expiration dates, addresses, and other information were in the files.  The hacking attack appears to be part of an organized international effort to hack into various U.S. government websites.",Media,,2013,41.081445,-81.519005,Hacker,Outsider,Online,Network,Midwest,Midwest,13,non_F_regulated,Others,0.057063153046421525,10.0,10,1,20.0,11.0,21.0,7.0,27.0
2013-03-01,"South Miami Hospital, Baptist Health",Florida,INSD,MED,834,"A dishonest hospital employee misused patient records that were dated from June 2011 to February of 2012.  Patients may have had their names, Social Security numbers, and dates of birth exposed.UPDATE (03/15/2013): A respiratory therapist provided Social Security numbers, dates of birth, patient names, and other patient data in exchange for payment. The patient data was then used to file fraudulent tax returns.  The dishonest employee now faces charges for selling the information to two others.UPDATE (04/26/2013): Two women who purchased patient information from a Hospital employee were sentenced for their roles in the breach.  One woman was sentenced to 26 years and five months in federal prison in addition to being ordered to pay over $1.9 million in restitution.  She was convicted of 33 fraud and identity theft charges in January.  The other was sentenced to 10 years and one month in prison after pleading guilty to conspiracy to defraud the government and aggravated identity theft.  The fraud ring produced fraudulent income tax refunds totalling $11.7 million.UPDATE (07/18/2013): A respiratory therapist who engaged in the theft of patient information between June of 2011 and February of 2012 pleaded guilty.  She faces up to seven years in federal prison and is scheduled to receive a lightened sentence for cooperating with authorities in the investigation of the tax fraud ring's leaders.",PHIPrivacy.net,,2013,25.788969,-80.226439,Others,Insider,Others,Others,South,Southeast,14,F_regulated,Others,0.0010029223139323012,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-08,Internal Revenue Service (IRS),District Of Columbia,DISC,GOV,10000,Public.Resource.org received 990-T forms with sensitive information during a request for information from the IRS.  The IRS acknowledged the mistake and Public.Resource.org became curious about where else the information could be found.  Public.Resource.org found multiple incidents of Social Security numbers being exposed on the IRS website and wrote a letter that pointed out the issues to the IRS.  The IRS was able to remove some or all of the sensitive files from public view over the course of a few days.,Media,,2013,38.907191999999995,-77.03687099999999,Others,Insider,Others,Network,Non_US,Non_US,0,non_F_regulated,Others,0.012025447409260205,10.0,1,1,11.0,11.0,12.0,4.0,27.0
2013-07-19,"University of Virginia, Aetna Health Care",Virginia,DISC,EDU,18700,A mailing error by a third-party mailing vendor used by Aetna Health Care resulted in the Social Security numbers of students being exposed in open-enrollment brochures.,Media,,2013,38.029306,-78.476678,Others,Insider,Others,Network,South,Southeast,11,F_regulated,Others,0.022487586655316583,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2012-11-30,Western Connecticut State University,Connecticut,DISC,EDU,235000,"A computer vulnerability allowed the information of students, student families, and other people affiliated with the University to be exposed. The records covered a 13 year period and included Social Security numbers.  High school students who had associations with the University may have had their SAT scores exposed as well.  The issue existed between April 2009 and September 2012.  ",Media,,2012,41.394816999999996,-73.454011,Others,Insider,Others,Network,Northeast,Northeast,13,F_regulated,Others,0.2825980141176148,10.0,1,8,11.0,18.0,19.0,6.333333333333333,22.333333333333336
2013-07-23,Henry Ford Health System,Michigan,PHYS,MED,15417,"A warehouse that was not owned by Henry Ford Health System was raided for old X-rays.  X-rays can be stripped for silver and these medical X-rays also contained the names, addresses, and dates of birth of patients of Henry Ford Health System.  The X-rays dated between 1996 and 2003.  Henry Ford Health System learned about the issue on May 24.",Media,,2013,42.331427000000005,-83.045754,Others,Mixed,Offline,Local,Midwest,Midwest,12,F_regulated,Others,0.01853963227085646,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-04-05,William Jennings Bryan Dorn VA Medical Center,South Carolina,PORT,MED,7405,"The February 11 theft of an unencrypted laptop from the respiratory department resulted in the exposure of patient information.  Veterans who were patients may have had their name, Social Security number, age, race, weight, and medical test results on the laptop.  The laptop was taken during regular clinic hours.UPDATE (05/01/2013): A lawsuit has been filed by two veterans on behalf of people who were affected by the breach.UPDATE (07/22/2013): The Dorn VA has motioned to dismiss the case.  On July 16 the Dorn VA said that it has not been proven that the records were improperly disclosed. It also argued that the plaintiffs never asserted that the records had been shown to another or unauthorized person.",PHIPrivacy.net,,2013,34.00071,-81.034814,Others,Mixed,Offline,Local,South,Southeast,10,F_regulated,Others,0.008904843806557183,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-24,"NYC Bike Share, Citibike",New York,DISC,BSR,1200,"NYC Bike Share discovered that customer credit card numbers, names, and addresses had been posted on a publicly accessible page of its website.  The glitch was corrected after being active between April 15 and late May.  Customers who initially entered their information incorrectly had their information posted online for 24 hours.  The data was cleared every 24 hours between April 15 and late May.",Media,,2013,40.712784,-74.005941,Others,Insider,Others,Network,Northeast,Northeast,14,non_F_regulated,Others,0.0014430536891112246,10.0,1,3,11.0,13.0,14.0,4.666666666666667,22.333333333333336
2013-07-17,Citigroup,New York,DISC,BSF,146000,"Citigroup exposed the Social Security numbers, dates of birth, and other sensitive information of customers by not properly redacting the information for court records.  Consumers who went into bankruptcy between 2007 and 2011 were affected.  The incident was discovered by the bank on April 2011.  Roughly 146,000 consumers were notified of the breach in July of 2013.",Media,,2013,40.712784,-74.005941,Others,Insider,Others,Network,Northeast,Northeast,14,F_regulated,Others,0.175571532175199,10.0,1,9,11.0,19.0,20.0,6.666666666666667,24.333333333333332
2013-07-29,Fairfax County Public Schools,Virginia,PORT,MED,2000,"The July 15 theft of a laptop resulted in the exposure of student information.  The laptop was stolen from the car of a school nurse and contained school, health and other confidential information.  Student names, school identification numbers, allergies, and other medical conditions were on a spreadsheet on the health-department-issued laptop.",Media,,2013,38.882334,-77.171091,Others,Mixed,Offline,Local,South,Southeast,11,F_regulated,Others,0.002405089481852041,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2010-06-07,"Wal-Mart, Sam's Club ",Arkansas,HACK,BSR,117,"During a credit card fraud scheme, a man obtained and misused customer information.  His scheme involved using customer information to impersonate customers and open new lines of store credit in their names.  Total loses amounted to $781,571.80.",Databreaches.net,,2010,36.372854,-94.20881700000001,Hacker,Outsider,Online,Network,South,Southeast,14,non_F_regulated,Others,0.0001406977346883444,10.0,10,3,20.0,13.0,23.0,7.666666666666667,16.333333333333336
2013-07-29,Oregon Health & Science University (OHSU),Oregon,DISC,MED,3000,"Patient data could have been accessed due to a storage error.  The information of patients admitted between January 2011 and July 3 of 2013 was placed on Google's cloud computing system.  The information was password-protected, but could have still been used for promotional and other purposes because OHSU does not have a contract with Google.  OSHU removed the information from the cloud.",Media,,2013,45.523062,-122.67648200000001,Others,Insider,Others,Network,West,West,12,F_regulated,Others,0.003607634222778062,10.0,1,10,11.0,20.0,21.0,7.0,27.0
